scrape_id,shoe_sku,price,discount_1_text,discount_1_weighted,discount_2_text,discount_2_weighted,discount_3_text,discount_3_weighted,uk_size_5,uk_size_5_5,uk_size_6,uk_size_6_5,uk_size_7,uk_size_7_5,uk_size_8,uk_size_8_5,uk_size_9,uk_size_9_5,uk_size_10,page_ranking,website,scrape_time
25041500,108JH5102,799,VIP 10% Off,90,No Discount,100,No Discount,100,2,2,2,2,2,2,2,2,2,2,2,0,1,2025-04-15
25041501,108JH8643,799,VIP 10% Off,90,No Discount,100,No Discount,100,2,2,2,2,2,2,2,2,2,2,2,1,1,2025-04-15
25041502,1HK1162030BBLC,1199,No Discount,100,No Discount,100,No Discount,100,0,2,2,2,2,2,2,2,2,2,1,2,1,2025-04-15
25041503,150A11863C,599,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,1,0,0,0,0,0,0,0,0,0,0,3,1,2025-04-15
25041504,150A13465C,699,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,0,0,0,0,0,0,0,0,0,0,4,1,2025-04-15
25041505,150A13469C,549,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,1,0,0,0,0,0,0,0,0,0,5,1,2025-04-15
25041506,150A13470C,549,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,2,2,2,2,2,2,2,1,1,0,6,1,2025-04-15
25041507,150A11861C,599,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,0,0,0,0,0,0,0,0,0,0,7,1,2025-04-15
25041508,150A13467C,699,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,2,2,2,2,2,2,2,1,1,0,8,1,2025-04-15
25041509,150A13471C,549,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,0,0,0,0,0,0,0,0,0,0,9,1,2025-04-15
25041510,150A15069C,599,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,0,0,0,0,0,0,0,0,0,0,10,1,2025-04-15
25041511,150A12196C,649,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,1,1,1,1,1,1,1,1,1,0,11,1,2025-04-15
25041512,108JH5632,899,No Discount,100,No Discount,100,No Discount,100,2,2,2,2,1,1,1,1,1,1,1,12,1,2025-04-15
25041513,108JI3202,899,No Discount,100,No Discount,100,No Discount,100,2,2,2,2,2,2,2,2,2,2,1,13,1,2025-04-15
25041514,112M1000MEN,1099,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,0,2,2,2,2,2,2,2,2,2,0,14,1,2025-04-15
25041515,112M1000MEW,1099,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,2,2,2,2,2,2,2,2,2,0,15,1,2025-04-15
25041516,112RCVRYSP1,399,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,0,2,0,1,0,1,0,1,0,1,0,16,1,2025-04-15
25041517,112U530NEA,799,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,2,2,2,2,2,2,2,2,2,0,17,1,2025-04-15
25041518,112U530NEB,799,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,2,2,2,2,0,0,0,0,0,0,0,18,1,2025-04-15
