scrape_id,shoe_sku,price,discount_1_text,discount_1_weighted,discount_2_text,discount_2_weighted,discount_3_text,discount_3_weighted,uk_size_5,uk_size_5_5,uk_size_6,uk_size_6_5,uk_size_7,uk_size_7_5,uk_size_8,uk_size_8_5,uk_size_9,uk_size_9_5,uk_size_10,page_ranking,website,scrape_time
210415149,112U1906RCG,1099,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,1,2,1,2,2,2,2,2,2,1,0,149,1,15/4/2025
210415150,1151203A540022,1090,No Discount,100,No Discount,100,No Discount,100,2,1,1,2,2,2,1,1,1,1,1,150,1,15/4/2025
210415151,112U509D1,599,No Discount,100,No Discount,100,No Discount,100,2,2,1,1,1,1,1,1,1,1,0,151,1,15/4/2025
210415152,112U509C1,599,No Discount,100,No Discount,100,No Discount,100,2,2,1,1,1,1,1,1,1,1,0,152,1,15/4/2025
210415153,1HK1155150BCKT,1599,10% Off,90,No Discount,100,No Discount,100,0,1,1,1,2,1,2,1,1,1,0,153,1,15/4/2025
210415154,150A13346C,599,No Discount,100,No Discount,100,No Discount,100,2,0,0,0,0,0,0,0,0,0,0,154,1,15/4/2025
210415155,108JI2706,999,VIP 10% Off,90,No Discount,100,No Discount,100,2,2,2,1,1,1,1,1,1,1,1,155,1,15/4/2025
210415156,150A13348C,529,No Discount,100,No Discount,100,No Discount,100,2,0,0,0,0,0,0,0,0,0,0,156,1,15/4/2025
210415157,150A13349C,529,No Discount,100,No Discount,100,No Discount,100,1,0,0,0,0,0,0,0,0,0,0,157,1,15/4/2025
210415158,150A11506C,599,No Discount,100,No Discount,100,No Discount,100,1,0,0,0,0,0,0,0,0,0,0,158,1,15/4/2025
210415159,108ID1480,899,VIP 10% Off,90,No Discount,100,No Discount,100,1,1,1,1,2,1,1,1,1,1,1,159,1,15/4/2025
210415160,108JH8797,899,No Discount,100,No Discount,100,No Discount,100,2,2,2,2,2,2,2,2,2,1,2,160,1,15/4/2025
210415161,108JQ5976,499,No Discount,100,No Discount,100,No Discount,100,2,2,1,1,1,1,1,1,1,1,1,161,1,15/4/2025
210415162,1KN1030482,1190,VIP 10% Off,90,No Discount,100,No Discount,100,0,0,0,0,0,0,0,0,0,0,0,162,1,15/4/2025
210415163,1KN1030732,950,VIP 10% Off,90,No Discount,100,No Discount,100,0,0,0,0,0,0,0,0,0,0,0,163,1,15/4/2025
210415164,150A13345C,459,No Discount,100,No Discount,100,No Discount,100,0,0,0,0,0,0,0,0,0,0,0,164,1,15/4/2025
210415165,108JI2707,999,No Discount,100,No Discount,100,No Discount,100,0,0,0,0,0,0,0,0,0,0,0,165,1,15/4/2025
210415166,150A13344C,699,No Discount,100,No Discount,100,No Discount,100,0,0,0,0,0,0,0,0,0,0,0,166,1,15/4/2025
210415167,10K39884609,799,No Discount,100,No Discount,100,No Discount,100,0,0,0,0,0,0,0,0,0,0,0,167,1,15/4/2025
210415168,10K39884604,799,No Discount,100,No Discount,100,No Discount,100,2,2,2,2,2,2,2,2,2,2,2,168,1,15/4/2025
210415169,10K39884601,799,No Discount,100,No Discount,100,No Discount,100,2,2,2,2,1,1,2,2,2,2,2,169,1,15/4/2025
210415170,1CS2105816ZW,538,10% Off,90,No Discount,100,No Discount,100,0,0,0,0,0,0,0,0,0,0,0,170,1,15/4/2025
210415171,10K39766403,279,Buy 2 Get 10% Off,90,No Discount,100,No Discount,100,2,0,2,0,2,0,2,0,2,0,2,171,1,15/4/2025
210415172,10K39766402,279,Buy 2 Get 10% Off,90,No Discount,100,No Discount,100,2,0,2,0,2,0,2,0,2,0,2,172,1,15/4/2025
210415173,10K39766401,279,Buy 2 Get 10% Off,90,No Discount,100,No Discount,100,2,0,2,0,2,0,2,0,2,0,2,173,1,15/4/2025
210415174,112U370AE,639,No Discount,100,No Discount,100,No Discount,100,2,2,2,2,2,2,2,2,2,2,0,174,1,15/4/2025
210415175,112U740BT2,849,Buy 1 Get 10% Off,90,Buy 2 Get 20% Off,80,No Discount,100,1,1,1,2,2,2,2,2,1,1,0,175,1,15/4/2025
210415176,112U370AA,639,No Discount,100,No Discount,100,No Discount,100,2,2,0,2,2,2,2,2,2,1,0,176,1,15/4/2025
210415177,112ML725BA,679,No Discount,100,No Discount,100,No Discount,100,2,2,2,2,1,1,1,2,2,1,0,177,1,15/4/2025
